customerID,Segment,ChurnProb,CLV,InterventionScore,RFM_Score,Contract,tenure,MonthlyCharges
5766-XQXMQ,Low Priority,43.66,26.15,41.16,10,Month-to-month,29,68.85
0581-MDMPW,Low Priority,56.64,20.13,41.11,11,Month-to-month,24,88.95
8033-ATFAS,Low Priority,34.99,32.58,41.1,9,Month-to-month,39,59.85
7054-ENNGU,Stable,22.49,50.69,41.1,7,Month-to-month,9,50.85
1384-RCUXW,Low Priority,52.12,21.85,41.05,9,Month-to-month,16,80.55
7445-WMRBW,Champions,3.27,522.79,41.04,12,One year,48,73.85
7285-KLOTR,Champions,25.48,66.99,41.02,10,One year,12,78.85
7534-BFESC,Low Priority,49.34,23.05,41.0,8,Month-to-month,24,76.1
1921-KYSAY,Champions,10.64,160.35,40.99,11,One year,41,68.6
0635-WKOLD,Champions,4.38,389.62,40.98,10,One year,40,70.75
7109-MFBYV,Champions,7.97,142.55,40.95,7,Month-to-month,26,45.45
7833-PKIHD,Champions,2.69,633.07,40.92,11,One year,51,76.4
7683-CBDKJ,Low Priority,41.05,27.63,40.89,9,Month-to-month,14,65.45
8967-SZQAS,Stable,22.25,50.98,40.89,6,Month-to-month,14,50.45
4450-YOOHP,Stable,22.62,50.12,40.88,8,Month-to-month,39,50.65
4682-BLBUC,Champions,15.89,107.08,40.88,11,One year,44,70.95
6252-DFGTK,Champions,7.26,234.17,40.85,10,One year,37,68.1
5609-IMCGG,Low Priority,54.59,20.73,40.8,10,Month-to-month,15,84.35
7951-VRDVK,Low Priority,32.43,52.33,40.78,12,One year,36,85.85
1024-KPRBB,Low Priority,35.06,48.37,40.75,10,One year,38,89.1
3450-WXOAT,Champions,8.33,135.71,40.74,8,Month-to-month,46,45.2
1391-UBDAR,Low Priority,47.42,23.83,40.74,7,Month-to-month,11,72.9
5204-HMGYF,Champions,1.61,1054.45,40.74,13,One year,49,87.2
4526-ZJJTM,Low Priority,56.78,19.89,40.72,11,Month-to-month,25,88.4
6135-OZQVA,Stable,27.73,40.72,40.71,7,Month-to-month,7,53.65
2229-VWQJH,Champions,20.55,54.95,40.71,7,Month-to-month,24,49.3
2391-IPLOP,Champions,4.71,359.34,40.66,11,One year,50,69.65
2669-QVCRG,Low Priority,53.04,21.26,40.65,11,Month-to-month,41,81.3
3470-BTGQO,Champions,5.67,198.65,40.6,7,Month-to-month,21,45.65
8757-TFHHJ,Stable,21.74,51.8,40.59,6,Month-to-month,1,49.8
1840-BIUOG,Champions,12.66,133.38,40.59,9,One year,20,68.7
9711-FJTBX,Champions,1.67,1012.24,40.59,12,One year,56,85.85
5828-AVIPD,Low Priority,43.16,39.13,40.59,11,One year,19,100.95
7077-XJMET,Low Priority,48.53,23.19,40.58,9,Month-to-month,12,74.15
1852-XEMDW,Low Priority,41.17,27.34,40.57,10,Month-to-month,22,65.05
0369-ZGOVK,Champions,15.89,106.2,40.56,8,One year,28,70.4
2657-VPXTA,Low Priority,57.17,19.68,40.56,9,Month-to-month,10,88.85
1791-PQHBB,Low Priority,37.39,30.08,40.54,7,Month-to-month,2,61.2
2577-GVSIL,Champions,20.3,83.11,40.54,10,One year,35,73.45
4342-HFXWS,Champions,4.52,373.03,40.51,12,One year,48,69.7
8735-IJJEG,Stable,22.66,49.58,40.5,6,Month-to-month,14,50.2
9378-FXTIZ,Champions,15.71,107.26,40.49,11,One year,54,70.15
5380-WJKOV,Low Priority,64.37,17.44,40.46,13,Month-to-month,34,106.35
4329-YPDDQ,Low Priority,64.99,17.27,40.45,12,Month-to-month,20,108.2
8993-IZEUX,Low Priority,44.92,24.98,40.44,7,Month-to-month,7,69.15
9565-JSNFM,Champions,16.31,103.15,40.44,8,One year,38,70.45
1629-DQQVB,Stable,22.66,49.48,40.42,6,Month-to-month,14,50.1
9912-OMZDS,Low Priority,46.24,36.36,40.41,14,One year,59,106.15
7103-IPXPJ,Low Priority,42.54,39.5,40.39,14,One year,50,99.4
7562-GSUHK,Low Priority,59.37,18.87,40.39,10,Month-to-month,16,93.2
2887-JPYLU,Champions,6.02,185.93,40.35,8,Month-to-month,41,45.2
0628-CNQRM,Champions,6.56,255.96,40.35,10,One year,22,67.5
0848-ZGQIJ,Low Priority,60.04,18.64,40.35,11,Month-to-month,16,94.65
1309-XGFSN,Champions,28.81,58.24,40.33,13,One year,52,80.85
5438-QMDDL,Low Priority,36.23,30.87,40.32,8,Month-to-month,19,59.8
3325-FUYCG,Low Priority,46.36,36.18,40.31,13,One year,28,106.1
0100-DUVFC,Low Priority,45.71,36.67,40.29,15,One year,70,104.8
1343-EHPYB,Low Priority,63.51,17.59,40.27,15,Month-to-month,63,103.4
3496-LFSZU,Low Priority,46.25,24.14,40.26,6,Month-to-month,4,70.5
9207-ZPANB,Champions,6.33,264.46,40.25,11,One year,37,67.45
2252-ISRNH,Low Priority,36.84,45.44,40.23,10,One year,9,90.35
2101-RANCD,Low Priority,48.23,23.14,40.23,10,Month-to-month,55,73.1
3255-GRXMG,Champions,13.52,82.5,40.22,6,Month-to-month,18,45.65
4973-RLZVI,Champions,22.6,73.95,40.17,11,One year,30,74.65
1453-RZFON,Stable,22.88,48.7,40.16,5,Month-to-month,1,49.9
8495-PRWFH,Low Priority,31.54,35.3,40.14,9,Month-to-month,42,55.65
2801-NISEI,Low Priority,30.62,36.36,40.14,8,Month-to-month,24,54.95
9767-FFLEM,Low Priority,45.66,24.37,40.11,8,Month-to-month,38,69.5
6661-HBGWL,Low Priority,64.14,17.34,40.1,14,Month-to-month,42,104.75
6486-LHTMA,Low Priority,37.31,44.72,40.1,11,One year,31,90.7
5443-SCMKX,Low Priority,39.89,41.75,40.03,13,One year,58,94.3
0076-LVEPS,Champions,12.23,90.69,39.99,9,Month-to-month,29,45.0
1097-FSPVW,Low Priority,30.35,36.56,39.99,9,Month-to-month,42,54.55
6198-ZFIOJ,Low Priority,50.36,21.99,39.93,6,Month-to-month,5,75.6
9609-BENEA,Champions,15.49,107.2,39.9,11,One year,35,69.0
1265-HVPZB,Champions,9.03,183.81,39.87,11,One year,59,66.4
2546-KZAAT,Champions,2.52,656.62,39.84,11,One year,52,75.4
9763-GRSKD,Stable,23.67,46.68,39.83,6,Month-to-month,13,49.95
2361-UPSND,Champions,3.56,464.69,39.78,11,One year,46,70.6
0080-OROZO,Low Priority,43.34,38.19,39.78,12,One year,35,99.25
5046-NUHWD,Champions,13.04,84.62,39.78,8,Month-to-month,29,45.0
7315-WYOAW,Low Priority,63.03,17.5,39.76,12,Month-to-month,13,100.75
5337-IIWKZ,Champions,12.71,86.72,39.73,8,Month-to-month,34,44.85
7748-UMTRK,Low Priority,63.3,17.39,39.68,12,Month-to-month,30,101.3
3115-JPJDD,Champions,1.86,889.62,39.68,11,One year,59,81.25
0222-CNVPT,Stable,22.04,49.89,39.64,9,Month-to-month,52,48.8
1518-OMDIK,Champions,12.07,91.06,39.63,7,Month-to-month,33,44.55
3620-MWJNE,Low Priority,30.91,35.55,39.61,6,Month-to-month,2,54.45
8152-UOBNY,Low Priority,47.66,34.58,39.61,14,One year,50,106.8
3982-XWFZQ,Stable,24.64,44.59,39.61,9,Month-to-month,42,50.25
4695-VADHF,Low Priority,34.8,31.54,39.56,7,Month-to-month,18,57.45
8498-XXGWA,Champions,1.73,634.08,39.56,10,Month-to-month,65,55.15
8627-ZYGSZ,Champions,28.53,57.62,39.5,10,One year,47,78.9
7883-ROJOC,Champions,13.86,78.98,39.46,6,Month-to-month,19,44.9
7576-ASEJU,Champions,24.29,67.53,39.42,11,One year,41,74.7
4369-NYSCF,Champions,2.35,697.41,39.36,11,One year,56,75.75
5155-AZQPB,Champions,2.47,442.37,39.34,7,Month-to-month,28,49.9
3164-YAXFY,Low Priority,30.52,35.74,39.32,9,Month-to-month,57,53.75
2320-SLKMB,Champions,13.11,83.12,39.27,8,Month-to-month,26,44.45
1866-OBPNR,Low Priority,50.6,21.5,39.21,6,Month-to-month,1,74.6
7184-LRUUR,Champions,8.2,198.93,39.2,10,One year,22,65.25
5022-KVDQT,Low Priority,54.74,19.87,39.2,10,Month-to-month,27,81.3
5446-DKWYW,Champions,8.87,183.65,39.16,12,One year,61,65.2
0842-IWYCP,Champions,15.02,72.28,39.14,8,Month-to-month,46,44.95
1125-SNVCK,Champions,6.1,178.04,39.13,8,Month-to-month,49,43.8
1541-ETJZO,Low Priority,40.49,26.81,39.13,8,Month-to-month,1,62.05
9359-UGBTK,Champions,2.82,578.01,39.12,12,One year,67,72.35
6921-OZMFH,Low Priority,33.43,32.46,39.12,6,Month-to-month,5,55.7
2739-CACDQ,Low Priority,55.6,19.51,39.1,9,Month-to-month,17,82.65
9114-AAFQH,Champions,11.52,141.11,39.05,11,One year,48,65.65
1470-PSXNM,Low Priority,41.0,39.62,39.04,12,One year,49,93.65
4115-NZRKS,Low Priority,58.97,18.35,39.0,9,Month-to-month,7,89.15
5756-JYOJT,Champions,8.64,187.72,38.99,8,One year,11,64.9
3413-CSSTH,Low Priority,33.69,32.1,38.98,9,Month-to-month,41,55.7
8178-EYZUO,Low Priority,61.03,17.71,38.96,12,Month-to-month,46,93.7
4957-TIALW,Champions,5.78,280.59,38.94,9,One year,15,65.6
8782-NUUOL,Champions,1.91,845.9,38.92,12,One year,60,79.0
4227-OJHAL,Champions,23.43,69.11,38.91,13,One year,68,73.0
8982-NHAVY,Low Priority,45.32,35.72,38.91,12,One year,27,100.5
9209-NWPGU,Champions,11.55,140.18,38.9,11,One year,44,65.4
5081-NWSUP,Champions,9.86,164.04,38.89,9,One year,10,64.9
0895-LMRSF,Champions,9.97,162.26,38.88,9,One year,23,64.9
4523-WXCEF,Low Priority,64.01,16.83,38.84,13,Month-to-month,59,101.1
5916-QEWPT,Low Priority,47.02,22.92,38.84,8,Month-to-month,2,69.0
0297-RBCSG,Champions,11.86,136.11,38.8,8,One year,19,65.35
3130-ICDUP,Low Priority,54.79,19.64,38.79,8,Month-to-month,2,80.55
4583-PARNH,Low Priority,60.32,17.82,38.75,10,Month-to-month,16,91.55
8690-UPCZI,Champions,3.46,465.35,38.74,11,One year,29,69.05
6194-HBGQN,Champions,1.72,936.76,38.74,13,One year,51,81.15
6121-TNHBO,Champions,1.6,1006.85,38.72,14,One year,63,83.0
7481-ATQQS,Low Priority,60.05,17.88,38.71,12,Month-to-month,49,90.85
7272-QDCKA,Low Priority,45.45,35.43,38.7,12,One year,28,100.2
8149-AIQCG,Low Priority,50.28,21.34,38.69,8,Month-to-month,39,73.15
6599-GZWCM,Champions,2.32,693.01,38.69,7,One year,13,74.65
3723-BFBGR,Low Priority,33.08,32.45,38.69,8,Month-to-month,24,54.8
7994-XIRTR,Champions,5.66,284.63,38.68,11,One year,54,65.25
7032-LMBHI,Champions,6.72,239.43,38.68,10,One year,37,64.65
8945-MUQUF,Low Priority,42.31,38.04,38.67,13,One year,51,94.8
6284-KMNUF,Low Priority,44.26,36.34,38.65,13,One year,56,98.0
5820-PTRYM,Champions,3.61,445.14,38.65,12,One year,56,68.45
2189-WWOEW,Low Priority,57.82,18.54,38.63,9,Month-to-month,15,85.9
2325-ZUSFD,Champions,3.11,516.84,38.62,11,One year,57,70.1
6353-BRMMA,Low Priority,65.27,16.41,38.61,14,Month-to-month,54,104.1
5269-NRGDP,Champions,24.33,65.98,38.58,11,One year,42,73.15
1442-OKRJE,Low Priority,47.24,33.96,38.56,15,One year,66,103.15
6718-BDGHG,Champions,11.65,137.74,38.55,10,One year,43,64.85
1216-JWVUX,Low Priority,52.04,20.55,38.54,8,Month-to-month,25,75.5
4186-ZBUEW,Champions,21.45,74.79,38.54,11,One year,36,70.7
9330-DHBFL,Champions,4.56,351.94,38.54,10,One year,23,66.25
2607-FBDFF,Stable,24.88,42.94,38.52,5,Month-to-month,1,49.0
1251-STYSZ,Low Priority,55.01,19.4,38.46,8,Month-to-month,4,80.25
6574-MCOEH,Low Priority,30.77,52.01,38.46,12,One year,33,79.15
5499-ECUTN,Champions,14.77,108.19,38.42,11,One year,47,66.05
2782-LFZVW,Low Priority,38.5,27.66,38.38,8,Month-to-month,11,58.95
7072-MBHEV,Low Priority,53.85,19.77,38.38,8,Month-to-month,11,78.1
3771-PZOBW,Low Priority,60.34,17.64,38.37,10,Month-to-month,20,90.7
0956-ACVZC,Low Priority,42.33,37.72,38.37,12,One year,54,94.1
1422-DGUBX,Low Priority,31.06,51.4,38.36,10,One year,32,79.25
6923-JHPMP,Low Priority,55.26,19.25,38.34,8,Month-to-month,2,80.45
9050-QLROH,Low Priority,60.4,17.6,38.31,10,Month-to-month,18,90.7
3570-YUEKJ,Stable,26.3,40.38,38.28,8,Month-to-month,42,49.55
6211-WHMYA,Champions,14.74,72.0,38.27,10,Month-to-month,64,43.85
7811-JIVPF,Stable,26.57,39.94,38.26,7,Month-to-month,23,49.7
0303-UNCIP,Champions,13.43,118.37,38.2,10,One year,41,65.0
5975-BAICR,Champions,7.14,222.55,38.19,10,One year,36,63.7
1591-MQJTP,Low Priority,42.39,37.44,38.14,13,One year,51,93.65
4826-DXMUP,Champions,24.16,65.64,38.11,10,One year,35,72.1
1236-WFCDV,Low Priority,60.5,17.48,38.11,9,Month-to-month,14,90.45
9396-ZSFLL,Stable,25.58,41.3,38.08,6,Month-to-month,15,48.85
6551-GNYDG,Low Priority,55.82,18.93,38.08,8,Month-to-month,14,80.9
3932-IJWDZ,Low Priority,65.62,16.09,38.06,14,Month-to-month,45,103.65
0461-CVKMU,Low Priority,57.39,18.4,38.06,11,Month-to-month,23,83.8
2683-BPJSO,Low Priority,57.74,18.28,38.05,11,Month-to-month,29,84.45
4654-DLAMQ,Champions,1.02,1556.61,38.05,14,One year,64,97.0
1644-IRKSF,Low Priority,42.67,37.08,38.03,11,One year,33,93.8
8914-RBTSB,Low Priority,62.01,17.01,38.03,11,Month-to-month,31,93.8
0315-LVCRK,Low Priority,57.96,18.19,38.01,9,Month-to-month,11,84.8
4003-OCTMP,Champions,5.82,271.85,38.01,10,One year,31,64.0
8845-LWKGE,Champions,13.11,120.58,37.99,10,One year,30,64.5
8738-JOKAR,Champions,3.47,455.57,37.99,12,One year,42,67.7
4320-QMLLA,Low Priority,34.41,30.62,37.98,6,Month-to-month,7,54.85
3521-MNKLV,Stable,27.23,38.67,37.95,7,Month-to-month,24,49.7
8082-GHXOP,Champions,16.16,65.11,37.94,6,Month-to-month,13,44.0
1338-CECEE,Champions,3.2,493.29,37.93,11,One year,41,68.5
7945-HLKEA,Champions,4.82,326.94,37.88,11,One year,60,64.75
5815-HGGHV,Champions,5.32,296.37,37.85,9,One year,20,64.15
0520-FDVVT,Low Priority,47.85,32.89,37.82,13,One year,35,102.35
0866-QLSIR,Champions,4.99,315.32,37.8,10,One year,34,64.4
1215-VFYVK,Stable,25.14,41.71,37.8,7,Month-to-month,4,48.25
3055-OYMSE,Low Priority,51.89,20.2,37.79,10,Month-to-month,53,73.8
3137-NYQQI,Champions,4.65,337.76,37.78,8,One year,17,64.8
1894-IGFSG,Low Priority,60.33,17.36,37.76,10,Month-to-month,22,89.25
7410-OIEDU,Low Priority,55.64,18.82,37.74,9,Month-to-month,10,79.85
7055-HNEOJ,Low Priority,36.02,29.06,37.73,6,Month-to-month,3,55.8
8231-BSWXX,Champions,1.72,913.53,37.72,11,One year,71,79.05
2273-QCKXA,Stable,26.69,39.19,37.71,5,Month-to-month,1,49.05
2075-RMJIK,Stable,27.25,38.4,37.71,6,Month-to-month,5,49.4
5084-OOVCJ,Low Priority,35.54,29.42,37.7,7,Month-to-month,17,55.35
4139-JPIAM,Champions,3.65,286.59,37.7,9,Month-to-month,51,44.45
2150-WLKUW,Champions,5.29,296.43,37.69,10,One year,40,63.9
2828-SLQPF,Stable,19.21,54.42,37.68,6,Month-to-month,19,45.0
7009-LGECI,Stable,29.15,35.84,37.66,6,Month-to-month,4,50.55
9040-KZVWO,Champions,1.99,786.06,37.6,8,One year,26,75.5
6818-DJXAA,Low Priority,61.34,17.0,37.58,10,Month-to-month,10,91.1
0793-TWELN,Low Priority,56.02,18.6,37.56,8,Month-to-month,4,80.15
6827-IEAUQ,Champions,3.75,416.76,37.56,10,One year,27,66.15
1217-VASWC,Low Priority,47.29,33.04,37.55,13,One year,43,100.55
1550-LOAHA,Low Priority,58.14,17.92,37.55,10,Month-to-month,32,84.15
7312-XSBAT,Stable,28.16,36.98,37.54,5,Month-to-month,1,49.75
6331-LWDTQ,Low Priority,51.15,20.34,37.51,9,Month-to-month,10,72.15
9681-KYGYB,Low Priority,60.14,17.3,37.5,12,Month-to-month,49,88.2
4012-ZTHBR,Stable,19.61,53.03,37.48,7,Month-to-month,21,44.95
3167-SNQPL,Low Priority,65.31,15.91,37.47,12,Month-to-month,38,101.15
8654-DHAOW,Low Priority,34.47,30.16,37.47,6,Month-to-month,2,54.15
5995-OIGLP,Low Priority,37.51,27.69,37.45,7,Month-to-month,12,56.65
5915-DGNVC,Champions,25.26,61.69,37.45,12,One year,49,71.8
8938-UMKPI,Low Priority,67.05,15.49,37.44,14,Month-to-month,47,106.4
7105-BENQF,Champions,4.24,367.02,37.42,9,One year,15,64.85
5515-RUGKN,Low Priority,35.35,29.34,37.39,6,Month-to-month,8,54.75
1346-UFHAX,Low Priority,56.17,18.46,37.37,9,Month-to-month,13,80.0
2003-CKLOR,Low Priority,64.82,16.0,37.37,14,Month-to-month,66,99.5
2541-YGPKE,Champions,13.68,113.65,37.36,11,One year,42,63.7
5829-NVSQN,Champions,2.89,538.65,37.35,10,One year,23,68.75
3005-TYFRD,Low Priority,66.3,15.61,37.31,14,Month-to-month,55,103.65
4931-TRZWN,Low Priority,51.32,20.14,37.27,9,Month-to-month,13,71.95
6954-OOYZZ,Stable,18.95,54.53,37.24,6,Month-to-month,18,44.35
1608-GMEWB,Low Priority,62.84,16.44,37.24,12,Month-to-month,45,93.9
2694-CIUMO,Low Priority,56.17,18.35,37.16,9,Month-to-month,12,79.55
1661-CZBAU,Champions,2.43,637.21,37.15,11,One year,48,70.95
8728-SKJLR,Low Priority,53.0,19.45,37.15,9,Month-to-month,41,74.25
1536-YHDOE,Champions,10.54,146.57,37.12,9,One year,17,62.1
3850-OKINF,Champions,3.45,447.81,37.11,12,One year,71,66.2
5889-JTMUL,Low Priority,63.44,16.22,37.09,13,Month-to-month,50,95.05
8016-ZMGMO,Champions,24.96,61.85,37.09,12,One year,66,70.85
1849-RJYIG,Low Priority,41.71,24.66,37.08,8,Month-to-month,8,60.0
5356-CSVSQ,Low Priority,45.95,22.39,37.08,7,Month-to-month,3,64.6
7067-KSAZT,Low Priority,50.82,30.35,37.06,15,One year,65,106.25
4468-KAZHE,Low Priority,41.76,24.62,37.05,8,Month-to-month,20,60.0
2604-XVDAM,Champions,18.35,55.94,36.99,5,Month-to-month,12,43.8
4422-QVIJA,Champions,1.9,539.66,36.99,7,Month-to-month,35,50.15
4459-BBGHE,Stable,20.03,51.16,36.94,8,Month-to-month,30,44.5
2522-WLNSF,Champions,4.12,372.79,36.91,10,One year,34,64.2
5652-MSDEY,Low Priority,54.27,18.86,36.89,7,Month-to-month,10,75.75
3272-VUHPV,Low Priority,38.12,26.83,36.87,7,Month-to-month,8,56.3
8097-OMULG,Champions,1.76,873.92,36.86,12,One year,59,76.75
4130-MZLCC,Low Priority,30.8,33.18,36.83,5,Month-to-month,5,50.55
3640-JQGJG,Stable,20.98,48.67,36.82,6,Month-to-month,13,44.8
7472-EQOAV,Champions,1.23,1244.82,36.81,13,One year,71,86.7
0484-FFVBJ,Champions,17.59,87.05,36.79,9,One year,32,64.85
6267-DCFFZ,Low Priority,61.72,16.53,36.78,10,Month-to-month,30,90.05
1173-XZPYF,Low Priority,61.38,16.62,36.76,10,Month-to-month,11,89.2
0265-PSUAE,Low Priority,65.82,15.49,36.75,11,Month-to-month,16,100.7
1402-PTHGN,Champions,6.52,234.7,36.75,9,One year,18,61.5
5175-WLYXL,Low Priority,56.28,18.11,36.74,9,Month-to-month,22,78.85
1304-BCCFO,Low Priority,50.74,20.07,36.71,8,Month-to-month,9,70.05
8388-FYNPZ,Low Priority,38.92,26.16,36.7,6,Month-to-month,4,56.75
6402-SSEJG,Champions,8.77,174.04,36.67,10,One year,25,61.05
7470-DYNOE,Champions,7.42,205.74,36.66,10,One year,53,61.1
2474-BRUCM,Low Priority,66.34,15.31,36.61,13,Month-to-month,40,101.85
0020-JDNXP,Champions,6.48,235.13,36.59,10,One year,34,61.25
8111-BKVDS,Champions,10.01,101.38,36.56,7,Month-to-month,10,40.7
9831-BPFRI,Low Priority,42.26,35.99,36.55,11,One year,39,89.55
8017-UVSZU,Low Priority,39.03,25.97,36.54,8,Month-to-month,40,56.6
3797-FKOGQ,Low Priority,60.28,16.81,36.52,9,Month-to-month,11,86.2
2348-KCJLT,Champions,5.82,261.36,36.52,10,One year,44,61.5
4456-RHSNB,Low Priority,30.05,33.7,36.5,6,Month-to-month,19,49.6
9154-QDGTH,Low Priority,50.7,29.94,36.47,14,One year,43,104.3
3545-CNWRG,Low Priority,65.28,15.5,36.46,14,Month-to-month,49,98.35
6128-DAFVY,Stable,21.98,46.01,36.46,9,Month-to-month,56,44.85
5311-IHLEI,Low Priority,32.21,31.36,36.41,8,Month-to-month,12,50.95
4730-AWNAU,Champions,9.62,157.46,36.4,10,One year,36,60.7
5373-SFODM,Low Priority,59.98,16.83,36.38,10,Month-to-month,36,85.25
9640-ZSLDC,Champions,9.11,166.2,36.38,10,One year,53,60.6
8544-GOQSH,Low Priority,57.36,17.59,36.38,9,Month-to-month,14,80.05
8756-RDDLT,Champions,2.78,363.14,36.35,10,Month-to-month,68,44.95
6440-DKQGE,Champions,3.57,423.7,36.35,9,One year,30,64.5
7105-MXJLL,Champions,10.19,148.34,36.33,9,One year,26,60.7
7129-AZJDE,Low Priority,34.63,43.65,36.33,8,One year,34,78.95
1986-PHGZF,Low Priority,41.33,24.37,36.32,8,Month-to-month,18,58.4
8224-DWCKX,Low Priority,53.52,18.8,36.28,7,Month-to-month,12,73.3
9272-LSVYH,Low Priority,51.39,19.59,36.28,7,Month-to-month,10,70.15
7641-EUYET,Low Priority,66.27,15.19,36.28,14,Month-to-month,46,100.7
6559-RAKOZ,Low Priority,47.75,31.6,36.26,13,One year,49,97.95
8761-NSOBC,Low Priority,66.28,15.16,36.21,14,Month-to-month,44,100.55
0674-DGMAQ,Low Priority,63.72,15.76,36.21,11,Month-to-month,32,93.5
9129-UXERG,Low Priority,67.3,14.91,36.18,12,Month-to-month,18,103.6
7047-FWEYA,Low Priority,50.55,29.78,36.17,14,One year,46,103.15
0851-DFJKB,Low Priority,42.23,23.72,36.11,8,Month-to-month,15,58.95
7718-RXDGG,Low Priority,50.53,19.82,36.1,7,Month-to-month,15,68.6
3733-UOCWF,Champions,1.21,1239.66,36.1,13,One year,61,85.55
6284-AHOOQ,Low Priority,62.63,15.99,36.09,11,Month-to-month,22,90.5
6357-JJPQT,Low Priority,57.94,17.28,36.09,7,Month-to-month,3,80.5
8350-NYMVI,Champions,13.98,71.62,36.08,8,Month-to-month,39,41.1
8348-JLBUG,Champions,1.43,1047.55,36.08,12,One year,64,80.3
8331-ZXFOE,Champions,2.13,705.05,36.05,12,One year,58,71.1
8250-ZNGGW,Low Priority,43.29,23.1,36.04,8,Month-to-month,5,59.9
7876-AEHIG,Champions,6.92,216.78,36.02,11,One year,51,60.15
5174-RNGBH,Low Priority,48.9,20.42,36.0,9,Month-to-month,9,66.25
4223-BKEOR,Champions,3.25,460.74,36.0,10,One year,21,64.85
8788-DOXSU,Champions,4.98,301.09,36.0,10,One year,59,61.35
4808-YNLEU,Champions,4.34,344.72,35.96,9,One year,35,62.15
5825-XJOCM,Champions,3.37,444.42,35.96,11,One year,48,64.4
7781-EWARA,Champions,11.32,132.16,35.94,13,One year,70,60.35
8220-OCUFY,Champions,6.31,237.22,35.94,10,One year,21,60.25
0576-WNXXC,Low Priority,64.78,15.39,35.93,12,Month-to-month,27,95.55
2927-QRRQV,Low Priority,46.4,32.23,35.93,13,One year,46,94.65
3999-WRNGR,Low Priority,31.47,31.67,35.92,9,Month-to-month,60,49.75
6416-YJTTB,Low Priority,57.65,17.27,35.89,9,Month-to-month,11,79.5
1353-GHZOS,Champions,7.9,189.01,35.88,9,One year,22,59.75
1508-DFXCU,Low Priority,58.72,16.94,35.85,8,Month-to-month,12,81.45
9052-DHNKM,Champions,4.62,323.11,35.85,10,One year,26,61.55
7018-WBJNK,Low Priority,57.04,17.43,35.85,7,Month-to-month,13,78.3
7895-VONWT,Stable,29.35,33.87,35.84,8,Month-to-month,25,48.25
9572-MTILT,Low Priority,68.58,14.49,35.83,14,Month-to-month,59,106.75
4785-QRJHC,Champions,6.72,221.98,35.83,11,One year,46,59.9
3401-URHDA,Champions,6.63,224.8,35.82,11,One year,51,59.9
5630-AHZIL,Low Priority,47.75,20.81,35.82,7,Month-to-month,3,64.5
7750-EYXWZ,Champions,5.32,280.0,35.79,10,One year,12,60.65
5294-DMSFH,Low Priority,61.81,16.06,35.78,10,Month-to-month,29,87.8
3572-UOLYZ,Low Priority,60.45,16.42,35.77,12,Month-to-month,46,84.8
5091-HFAZW,Low Priority,63.24,15.69,35.76,8,Month-to-month,2,91.15
9776-CLUJA,Low Priority,56.69,17.5,35.76,10,Month-to-month,51,77.5
9670-BPNXF,Champions,16.8,88.56,35.74,11,One year,45,62.55
8012-SOUDQ,Low Priority,62.91,15.75,35.72,11,Month-to-month,43,90.25
1357-BIJKI,Low Priority,48.7,30.53,35.72,13,One year,50,98.25
4547-FZJWE,Champions,8.37,177.64,35.71,10,One year,55,59.45
3275-RHRNE,Champions,6.04,246.1,35.71,10,One year,28,60.0
9168-INPSZ,Low Priority,67.91,14.59,35.71,14,Month-to-month,44,104.15
3511-APPBJ,Low Priority,49.64,29.92,35.69,12,One year,23,99.95
8104-OSKWT,Low Priority,58.06,17.05,35.68,9,Month-to-month,12,79.8
8383-SGHJU,Champions,8.7,170.76,35.68,9,One year,33,59.4
0384-LPITE,Champions,16.18,91.71,35.66,10,One year,40,62.05
4328-VUFWD,Champions,8.62,171.91,35.62,9,One year,39,59.3
3893-JRNFS,Champions,11.47,86.17,35.61,9,Month-to-month,68,39.9
9812-GHVRI,Low Priority,60.18,16.42,35.61,10,Month-to-month,40,83.85
1032-MAELW,Low Priority,35.6,41.6,35.59,13,One year,68,78.45
7569-NMZYQ,Champions,7.07,418.72,35.58,15,Two year,72,118.75
1754-GKYPY,Low Priority,62.86,15.7,35.57,10,Month-to-month,22,89.75
7789-HKSBS,Low Priority,52.4,28.22,35.54,14,One year,42,105.2
0504-HHAPI,Low Priority,62.3,15.82,35.52,11,Month-to-month,27,88.3
0463-ZSDNT,Low Priority,40.97,24.04,35.5,7,Month-to-month,10,56.75
2460-NGXBJ,Low Priority,55.71,17.67,35.48,7,Month-to-month,11,75.2
1183-CANVH,Champions,5.44,271.39,35.47,9,One year,23,60.0
3976-BWUCK,Low Priority,64.69,15.22,35.47,12,Month-to-month,30,94.1
4086-ATNFV,Champions,4.68,315.28,35.46,10,One year,34,60.8
7228-PAQPD,Champions,7.21,204.58,35.44,8,One year,14,59.1
5016-IBERQ,Low Priority,60.56,16.24,35.44,10,Month-to-month,23,84.25
4619-EVPHY,Low Priority,44.99,32.77,35.43,9,One year,20,91.0
3727-OWVYD,Champions,4.36,338.29,35.42,9,One year,35,61.2
4536-PLEQY,Low Priority,60.98,16.11,35.4,9,Month-to-month,12,85.05
2824-MYYBN,Low Priority,65.19,15.06,35.4,12,Month-to-month,37,95.25
4154-AQUGT,Low Priority,62.75,15.65,35.39,9,Month-to-month,13,89.05
3605-JISKB,Champions,12.94,113.74,35.38,11,One year,55,60.0
4890-VMUAV,Champions,1.94,757.15,35.38,13,One year,63,71.5
